iter	Logloss
349	0.3671044923
350	0.3667417383
351	0.3664854881
352	0.3663766897
353	0.3661429277
354	0.3660006835
355	0.3656721635
356	0.3655006825
357	0.3652734258
358	0.3649810016
359	0.3648714377
360	0.3646977274
361	0.364492211
362	0.3642288964
363	0.3640915722
364	0.363876578
365	0.3635706666
366	0.3633451477
367	0.3631323036
368	0.3629620045
369	0.3627384935
370	0.3624952827
371	0.3623254439
372	0.3621929915
373	0.3620461441
374	0.3617856629
375	0.3616151451
376	0.3614201077
377	0.3611309019
378	0.3608608787
379	0.3607243761
380	0.3605663724
381	0.3603975482
382	0.3601765291
383	0.3600981416
384	0.3599511338
385	0.3597283476
386	0.3595638773
387	0.3594128185
388	0.3592805111
389	0.3591068769
390	0.358902594
391	0.3586932911
392	0.3583827883
393	0.3581557805
394	0.3579505345
395	0.3577728133
396	0.3573850459
397	0.3570804626
398	0.3569039863
399	0.356613172
400	0.3562777108
401	0.3561475051
402	0.3559807678
403	0.3557485972
404	0.3555013764
405	0.3553867905
406	0.3551632759
407	0.3549872042
408	0.3547890444
409	0.3545667098
410	0.354419351
411	0.354263795
412	0.3540749302
413	0.3538845032
414	0.3536088898
415	0.3533952321
416	0.3531906053
417	0.3530686892
418	0.3527499149
419	0.3525416075
420	0.3523870517
421	0.3521445598
422	0.3519588931
423	0.3517830356
424	0.3516825542
425	0.3515306191
426	0.3512963384
427	0.3510996149
428	0.3509262249
429	0.3505207864
430	0.3503344246
431	0.3501116941
432	0.3499122287
433	0.3497559076
434	0.3495489589
435	0.3493324363
436	0.3491103984
437	0.3488945757
438	0.3486506588
439	0.3485007723
440	0.3483039401
441	0.3481755643
442	0.3479349451
443	0.3477615782
444	0.3474802532
445	0.3473039788
446	0.3471493338
447	0.3468711411
448	0.3466624226
449	0.3464593808
450	0.3462623093
451	0.3461114517
452	0.3458490748
453	0.3457155029
454	0.3455572183
455	0.3452962345
456	0.3451017524
457	0.3447567389
458	0.3445355843
459	0.3444110222
460	0.3442252753
461	0.3440111511
462	0.343828108
463	0.3436200198
464	0.3434775533
465	0.3432932449
466	0.3428971861
467	0.3427528363
468	0.342556199
469	0.3423324135
470	0.3421576743
471	0.3419388891
472	0.3417766781
473	0.3414946786
474	0.3413478419
475	0.3411703779
476	0.3410267513
477	0.3408073261
478	0.340557201
479	0.340389191
480	0.3401955628
481	0.3399613641
482	0.3398208722
483	0.3396089775
484	0.3393721039
485	0.3391544527
486	0.3389992915
487	0.3387317757
488	0.3384975823
489	0.3380516275
490	0.3378959665
491	0.3377608565
492	0.337585647
493	0.3374321093
494	0.3369533837
495	0.3367466431
496	0.3364592608
497	0.3362511021
498	0.335981921
499	0.3356704648
500	0.3354879704
501	0.3352283953
502	0.3350518571
503	0.3348984906
504	0.3347642457
505	0.3343706995
506	0.3341262172
507	0.3339693937
508	0.333801175
509	0.3335888574
510	0.3333745517
511	0.3331599912
512	0.333030489
513	0.3328985021
514	0.3327543987
515	0.3324584042
516	0.3322415512
517	0.3320064534
518	0.3317924432
519	0.3314925301
520	0.3313621325
521	0.3311640898
522	0.3306631455
523	0.3305242497
524	0.3302601358
525	0.33001698
526	0.3297605594
527	0.3294155115
528	0.329181527
529	0.3290198454
530	0.3288337672
531	0.3286223222
532	0.3284928416
533	0.3282060292
534	0.3280787012
535	0.3279551709
536	0.327830251
537	0.3276196562
538	0.3274365472
539	0.3271800817
540	0.327069996
541	0.3269348923
542	0.326684247
543	0.3264779271
544	0.3262286484
545	0.3260177967
546	0.3257632695
547	0.3254669365
548	0.32529903
549	0.3251192862
550	0.3249932336
551	0.3247996358
552	0.3246349504
553	0.3243595147
554	0.3241106823
555	0.323989648
556	0.3237813148
557	0.3235752312
558	0.3233710846
559	0.3231891276
560	0.3229523975
561	0.322729194
562	0.322527948
563	0.322287629
564	0.3220845028
565	0.3219212278
566	0.3214895797
567	0.3212471491
568	0.3209762114
569	0.3207174683
570	0.3206117491
571	0.3204407055
572	0.3202559023
573	0.3200110003
574	0.3198978552
575	0.3197290993
576	0.3195672182
577	0.3192955746
578	0.3190323356
579	0.3189066686
580	0.3187887259
581	0.3184974576
582	0.3182338494
583	0.3180285441
584	0.3177938495
585	0.3176128248
586	0.3174636212
587	0.3172894322
588	0.3170820214
589	0.3169385445
590	0.3168205922
591	0.3166954846
592	0.3165191823
593	0.3163213183
594	0.3161193439
595	0.3159104533
596	0.3157723532
597	0.3155940397
598	0.3154086985
599	0.3152634759
600	0.3150749358
601	0.3148350751
602	0.3146617814
603	0.3144337055
604	0.3142780531
605	0.3141408186
606	0.3139987587
607	0.3138423824
608	0.3137026105
609	0.3135391039
610	0.3133280086
611	0.3130651836
612	0.3128998635
613	0.3126491106
614	0.3124518728
615	0.3122627508
616	0.3120895527
617	0.3119859087
618	0.3117314459
619	0.3113910209
620	0.3111727389
621	0.3110080841
622	0.3107834184
623	0.3106447283
624	0.3104433786
625	0.310262109
626	0.3101422057
627	0.3099618638
628	0.3097896705
629	0.3095961128
630	0.3093828676
631	0.3091979502
632	0.309086129
633	0.3088722922
634	0.3088173361
635	0.3086698794
636	0.3084712976
637	0.308255441
638	0.3080737837
639	0.3079408771
640	0.3076884385
641	0.3074856819
642	0.3073372458
643	0.3072176913
644	0.3069924038
645	0.306890355
646	0.3066443259
647	0.3064446857
648	0.3062721062
649	0.3061419952
650	0.3059199358
651	0.3057669259
652	0.3055958634
653	0.3054933167
654	0.305267309
655	0.3051531531
656	0.305016028
657	0.3048830464
658	0.3046851558
659	0.3044514189
660	0.3042727893
661	0.3040195176
662	0.3039454746
663	0.3037671589
664	0.3035757455
665	0.3034294847
666	0.3032319599
667	0.3031378926
668	0.303003539
669	0.3028566357
670	0.3026573175
671	0.3025316539
672	0.3023722385
673	0.3021834586
674	0.3020600924
675	0.3019188821
676	0.3017712626
677	0.3016367164
678	0.3014975624
679	0.301376665
680	0.301214859
681	0.3010447112
682	0.3008319717
683	0.3006137888
684	0.3004302376
685	0.3003100656
686	0.3001378897
687	0.299943965
688	0.2998396938
689	0.2996636353
690	0.2994729125
691	0.2993393628
692	0.2991558921
693	0.2990530878
694	0.2988979084
695	0.2987521888
696	0.2985944764
697	0.2984773459
698	0.2982570752
699	0.2980875675
700	0.2978676663
701	0.2977244581
702	0.297594423
703	0.2974750393
704	0.2973534148
705	0.2971607372
706	0.2969281264
707	0.2967465143
708	0.2965431951
709	0.2964474107
710	0.2963461543
711	0.2962247844
712	0.2960389389
713	0.2958221562
714	0.2957113843
715	0.2955835757
716	0.2954675739
717	0.2952988283
718	0.2951359212
719	0.2950212666
720	0.2948460339
721	0.2947591546
722	0.2946040738
723	0.2944574328
724	0.2942824145
725	0.2940557975
726	0.2938886277
727	0.2937157521
728	0.2935400031
729	0.2933902752
730	0.2932126969
731	0.2930987766
732	0.2929496102
733	0.2928478338
734	0.292676991
735	0.2925697772
736	0.2922758044
737	0.29211883
738	0.291904197
739	0.2917189508
740	0.2915602997
741	0.2914461327
742	0.2912814965
743	0.2910819955
744	0.2908793396
745	0.2907276402
746	0.290601016
747	0.2903459525
748	0.2901678293
749	0.2900531417
750	0.2899188973
751	0.2896927856
752	0.2895170633
753	0.2894138161
754	0.2893176724
755	0.2892133627
756	0.289076737
757	0.2889390713
758	0.288812235
759	0.2886037395
760	0.2884427041
761	0.2883384816
762	0.2881937171
763	0.2880600523
764	0.2878822794
765	0.2876886035
766	0.2876219862
767	0.2875030911
768	0.2873357617
769	0.2872461962
770	0.2871828601
771	0.2870477368
772	0.2868655892
773	0.2867344952
774	0.2866466842
775	0.2865677399
776	0.286278501
777	0.2861175611
778	0.2859907131
779	0.2858643207
780	0.2857541586
781	0.2855768252
782	0.2854547874
783	0.2853357297
784	0.2851021065
785	0.2849804219
786	0.2848494125
787	0.2847141107
788	0.2845562413
789	0.2844174407
790	0.2842687
791	0.2841229066
792	0.2839602407
793	0.2838583908
794	0.2837517387
795	0.2836203456
796	0.2833492528
797	0.2831912038
798	0.2830582319
799	0.2829619944
800	0.2828346998
801	0.2826960191
802	0.2825590894
803	0.282480272
804	0.2823373492
805	0.2822096274
806	0.2820722291
807	0.2819735334
808	0.2818086465
809	0.2816933686
810	0.2815289966
811	0.2813705608
812	0.281288968
813	0.2811298951
814	0.2809914873
815	0.2808656305
816	0.280724133
817	0.2806074458
818	0.2804949712
819	0.2803597477
820	0.2801658521
821	0.2799875317
822	0.2798248445
823	0.2797048421
824	0.2794994578
825	0.2793828188
826	0.2792195732
827	0.2790768787
828	0.279002992
829	0.278880012
830	0.2787427666
831	0.2785328133
832	0.2784223794
833	0.2783187423
834	0.2781621036
835	0.2780436655
836	0.2778977874
837	0.2777765406
838	0.2776555308
839	0.2775366136
840	0.2774147489
841	0.2773071814
842	0.2771005121
843	0.2770094939
844	0.2769068017
845	0.2767660259
846	0.2765995216
847	0.2764883864
848	0.2763738701
849	0.2762239914
850	0.276111088
851	0.2760696873
852	0.2759337814
853	0.2758193591
854	0.2756390721
855	0.2755583103
856	0.2754540818
857	0.2753593206
858	0.2751917182
859	0.2749501897
860	0.2748033007
861	0.2746757111
862	0.2744563282
863	0.274285601
864	0.274066044
865	0.2739406616
866	0.2737653541
867	0.2736308484
868	0.2735218042
869	0.2733828585
870	0.2733136897
871	0.2731137591
872	0.2729913721
873	0.2728342893
874	0.2727216826
875	0.2726077096
876	0.2724748107
877	0.2723399033
878	0.272218567
879	0.2720089333
880	0.2719250034
881	0.2717728577
882	0.2716854947
883	0.2715264083
884	0.2714428884
885	0.2713291833
886	0.2712158727
887	0.2709990304
888	0.2708959705
889	0.2707500984
890	0.2706312846
891	0.2705208393
892	0.2704119532
893	0.2703038317
894	0.2701457472
895	0.2700523016
896	0.2699375722
897	0.2698293936
898	0.2696252877
899	0.2695780839
900	0.2694584419
901	0.2694067984
902	0.2691951717
903	0.2690751497
904	0.2688841177
905	0.268762641
906	0.2686051299
907	0.2684558807
908	0.2683240762
909	0.2682231075
910	0.2680956852
911	0.267994456
912	0.2678283883
913	0.2676204486
914	0.2675513808
915	0.2674280069
916	0.2673405026
917	0.2672809499
918	0.267206567
919	0.266993385
920	0.2667995227
921	0.2666886762
922	0.2665613982
923	0.2664568138
924	0.266282733
925	0.2661692922
926	0.2660949405
927	0.2658973963
928	0.2657741292
929	0.2656060464
930	0.2654853966
931	0.2653468394
932	0.2652630193
933	0.2651866531
934	0.2650786627
935	0.265012912
936	0.2648717563
937	0.2647144287
938	0.2645600035
939	0.2644787536
940	0.2643802165
941	0.2642865798
942	0.264144359
943	0.2639020018
944	0.2637841609
945	0.2636787138
946	0.2634955264
947	0.2634037546
948	0.263193993
949	0.2630525291
950	0.2629128294
951	0.2628273298
952	0.262726878
953	0.262613443
954	0.2624955495
955	0.2623911083
956	0.262237636
957	0.2620884628
958	0.2619740573
959	0.2618936935
960	0.2618022102
961	0.2617153919
962	0.2615813541
963	0.261446078
964	0.2613053755
965	0.2612242815
966	0.2611187683
967	0.2610149015
968	0.2608858078
969	0.2607216244
970	0.2605614943
971	0.2604544792
972	0.2602597588
973	0.2601753306
974	0.2600101618
975	0.2599344628
976	0.2598288626
977	0.2597671551
978	0.2596645923
979	0.2594969862
980	0.2593654689
981	0.2592104798
982	0.2591278251
983	0.258984232
984	0.2588890792
985	0.2587203716
986	0.2586497888
987	0.2585701607
988	0.2584818093
989	0.2583329805
990	0.2581703438
991	0.258085084
992	0.2578967334
993	0.2578163558
994	0.2576872621
995	0.2576110688
996	0.2575056786
997	0.2574004024
998	0.2572959739
999	0.2572211608
